00,100
37.6400,-122.2500,3232,-97
37.6394,-122.2500,3232,-96
37.6389,-122.2500,3232,-95
37.6383,-122.2500,3232,-94
37.6378,-122.2500,3232,-93
37.6372,-122.2500,3232,-92
37.6367,-122.2500,3232,-91
37.6361,-122.2500,3232,-90
37.6356,-122.2500,3232,-89
37.6350,-122.2500,3232,-88
37.6344,-122.2500,3232,-87
37.6339,-122.2500,3232,-86
37.6333,-122.2500,3232,-85
37.6328,-122.2500,3232,-84
37.6322,-122.2500,3232,-83
37.6317,-122.2500,3232,-82
37.6311,-122.2500,3232,-81
37.6305,-122.2500,3232,-80
37.6300,-122.2500,3232,-79
37.6294,-122.2500,3232,-78
37.6289,-122.2500,3232,-77
37.6283,-122.2500,3232,-76
37.6278,-122.2500,3232,-75
37.6272,-122.2500,3232,-74
37.6267,-122.2500,3232,-73
37.6261,-122.2500,3232,-72
37.6255,-122.2500,3232,-71
37.6250,-122.2500,3232,-70
37.6244,-122.2500,3232,-69
37.6239,-122.2500,3232,-68
37.6233,-122.2500,3232,-67
37.6228,-122.2500,3232,-66
37.6222,-122.2500,3232,-65
37.6217,-122.2500,3232,-64
37.6211,-122.2500,3232,-63
37.6205,-122.2500,3232,-62
37.6200,-122.2500,3232,-61
37.6194,-122.2500,3232,-60
37.6189,-122.2500,3232,-59
37.6183,-122.2500,3232,-58
37.6178,-122.2500,3232,-57
37.6172,-122.2500,3232,-56
37.6167,-122.2500,3232,-55
37.6161,-122.2500,3232,-54
37.6155,-122.2500,3232,-53
37.6150,-122.2500,3232,-52
37.6144,-122.2500,3232,-51
37.6139,-122.2500,3232,-50
37.6133,-122.2500,3232,-49
37.6128,-122.2500,3232,-48
37.6122,-122.2500,3232,-47
37.6116,-122.2500,3232,-46
37.6111,-122.2500,3232,-45
37.6105,-122.2500,3232,-44
37.6100,-122.2500,3232,-43
37.6094,-122.2500,3232,-42
37.6089,-122.2500,3232,-41
37.6083,-122.2500,3232,-40
37.6078,-122.2500,3232,-39
37.6072,-122.2500,3232,-38
37.6066,-122.2500,3232,-37
37.6061,-122.2500,3232,-36
37.6055,-122.2500,3232,-35
37.6050,-122.2500,3232,-34
37.6044,-122.2500,3232,-33
37.6039,-122.2500,3232,-32
37.6033,-122.2500,3232,-31
37.6028,-122.2500,3232,-30
37.6022,-122.2500,3232,-29
37.6016,-122.2500,3232,-28
37.6011,-122.2500,3232,-27
37.6005,-122.2500,3232,-26
37.6000,-122.2500,3232,-25
37.5994,-122.2500,3232,-24
37.5989,-122.2500,3232,-23
37.5983,-122.2500,3232,-22
37.5977,-122.2500,3232,-21
37.5972,-122.2500,3232,-20
37.5966,-122.2500,3232,-19
37.5961,-122.2500,3232,-18
37.5955,-122.2500,3232,-17
37.5950,-122.2500,3232,-16
37.5944,-122.2500,3232,-15
37.5939,-122.2500,3232,-14
37.5933,-122.2500,3232,-13
37.5927,-122.2500,3232,-12
37.5922,-122.2500,3232,-11
37.5916,-122.2500,3232,-10
37.5911,-122.2500,3232,-9
37.5905,-122.2500,3232,-8
37.5900,-122.2500,3232,-7
37.5894,-122.2500,3232,-6
37.5889,-122.2500,3232,-5
37.5883,-122.2500,3232,-4
37.5877,-122.2500,3232,-3
37.5872,-122.2500,3232,-2
37.5866,-122.2500,3232,-1
37.5861,-122.2500,3232,0
37.5855,-122.2500,3232,1
37.5850,-122.2500,3232,2
37.5844,-122.2500,3232,3
37.5839,-122.2500,3232,4
37.5833,-122.2500,3232,5
37.5827,-122.2500,3232,6
37.5822,-122.2500,3232,7
37.5816,-122.2500,3232,8
37.5811,-122.2500,3232,9
37.5805,-122.2500,3232,10
37.5800,-122.2500,3232,11
37.5794,-122.2500,3232,12
37.5788,-122.2500,3232,13
37.5783,-122.2500,3232,14
37.5777,-122.2500,3232,15
37.5772,-122.2500,3232,16
37.5766,-122.2500,3232,17
37.5761,-122.2500,3232,18
37.5755,-122.2500,3232,19
37.5750,-122.2500,3232,20
37.5744,-122.2500,3232,21
37.5738,-122.2500,3232,22
37.5733,-122.2500,3232,23
37.5727,-122.2500,3232,24
37.5722,-122.2500,3232,25
37.5716,-122.2500,3232,26
37.5711,-122.2500,3232,27
37.5705,-122.2500,3232,28
37.5700,-122.2500,3232,29
37.5694,-122.2500,3232,30
37.5688,-122.2500,3232,31
